"","student","ability"
"1",1,0.67349418692493
"2",2,-0.204105314190218
"3",3,0.330410717902384
"4",4,-0.56699929745752
"5",5,-1.43634556894222
"6",6,-0.690266627972955
"7",7,-0.173576415106901
"8",8,-1.13567649585033
"9",9,1.49895903183301
"10",10,0.156772647792107
"11",11,1.5673481973984
"12",12,0.241597510580066
"13",13,-0.423619909427307
"14",14,-0.374878980885514
"15",15,0.136440642309048
"16",16,-0.612088634714568
"17",17,0.549566780853012
"18",18,1.63837592902329
"19",19,1.25343672759014
"20",20,-1.06240365102154
"21",21,-0.365690060898405
"22",22,0.0556752023560347
"23",23,0.697070733540288
"24",24,0.325019996664647
"25",25,0.185004422666216
"26",26,0.746781031067357
"27",27,-1.04801577711463
"28",28,-0.132272390109719
"29",29,0.275571798570262
"30",30,-0.148500220592989
"31",31,0.0924664674244847
"32",32,0.484751111335437
"33",33,0.659761020365751
"34",34,-0.0556987395237633
"35",35,-0.320444708245358
"36",36,0.0370354127863122
"37",37,1.02704584436783
"38",38,-0.049985812777458
"39",39,1.50806693298865
"40",40,0.100821446545902
"41",41,0.103263710289843
"42",42,0.939340396611896
"43",43,-1.19775619101424
"44",44,-2.18717339101305
"45",45,-0.344525259086614
"46",46,0.0490943228205265
"47",47,0.805258403944617
"48",48,0.588200370311887
"49",49,-0.109177634652225
"50",50,-1.61713795604803
"51",51,0.83587516649857
"52",52,0.420495087930107
"53",53,0.61487048284041
"54",54,-0.163387759112175
"55",55,-0.478173593685027
"56",56,-0.473334655187076
"57",57,-1.20580787996528
"58",58,0.850753363103493
"59",59,-1.60024775863447
"60",60,-0.791295246515953
"61",61,0.481333421875574
"62",62,-0.848859994913202
"63",63,-0.0953018210906147
"64",64,-0.965130452821373
"65",65,-2.02427361583443
"66",66,0.854874402882229
"67",67,0.216014297563146
"68",68,-0.290443653856034
"69",69,0.40252750604852
"70",70,0.447349306801816
"71",71,0.189967836374544
"72",72,-0.149473337161942
"73",73,-1.79458442144473
"74",74,-0.46688850043405
"75",75,-0.241115979924665
"76",76,-1.39473441247408
"77",77,-1.28152834331271
"78",78,0.370769356869242
"79",79,-1.22604536698342
"80",80,0.739876902289933
"81",81,1.06259579774209
"82",82,0.182251647998134
"83",83,0.738860369026969
"84",84,-1.14015043318226
"85",85,0.246961631354642
"86",86,0.484196546795852
"87",87,-1.4412928248415
"88",88,0.347686540131019
"89",89,-1.28173592727591
"90",90,-0.879465498880165
"91",91,0.3918462885427
"92",92,1.03087111202977
"93",93,-0.418587235004769
"94",94,0.0736922490507095
"95",95,-0.329737954068689
"96",96,2.2029071974133
"97",97,1.12526134896871
"98",98,0.0524512262476452
"99",99,1.08890278716751
"100",100,1.63653989712792
"101",101,2.02776982858972
"102",102,-0.208392038442524
"103",103,0.419251138732294
"104",104,-1.91964635189925
"105",105,-0.11655534089885
"106",106,-0.456208017323313
"107",107,0.113560669004437
"108",108,0.453400154738568
"109",109,0.446181357071668
"110",110,0.0738927026469562
"111",111,0.341811750206155
"112",112,0.0314843921546487
"113",113,-0.676858354727091
"114",114,-0.0644603348591743
"115",115,0.914641646134461
"116",116,1.23008950496989
"117",117,-0.316207367941906
"118",118,1.02738544155391
"119",119,-0.0369705505716877
